id;pregunta;a;b;c;d;correcta;tema;doc;categoria_ope;fuente;fecha_incorporacion;aciertos;apariciones;porcentaje_aciertos
467;La prestacion sanitaria de la Interrupcion Voluntaria del Embarazo:.;No esta incluida en la sanidad publica;Esta reconocida dentro de la sanidad publica navarra y concertada;Solo en centros privados;Requiere autorizacion judicial previa;B;Legislacion;Ley Foral de Salud (1).pdf;leyes;original;2025-09-18;0;0;0
468;Entre los deberes de los ciudadanos NO se encuentra:.;Cuidar las instalaciones sanitarias;Pagar directamente todos los servicios;Responsabilizarse del uso adecuado de recursos;Mantener respeto al personal sanitario;B;Legislacion;Ley Foral de Salud (1).pdf;leyes;original;2025-09-18;0;0;0
469;Los ciudadanos tienen derecho a libre eleccion de:.;Solo medico general;Medico general, pediatra hasta 14 anos, tocoginecologo y psiquiatra;Cualquier especialista sin limites;Solo pediatra y medico general;B;Legislacion;Ley Foral de Salud (1).pdf;leyes;original;2025-09-18;0;0;0
470;Hasta que edad tienen derecho a elegir pediatra?;12 anos inclusive;13 anos inclusive;14 anos inclusive;15 anos inclusive;C;Legislacion;Ley Foral de Salud (1).pdf;leyes;original;2025-09-18;0;0;0
471;La libre eleccion de medico se ejerce entre los que presten servicios en:.;Toda Navarra sin restricciones;El Area de Salud del lugar de residencia;Cualquier comunidad autonoma;Solo en el centro de salud asignado;B;Legislacion;Ley Foral de Salud (1).pdf;leyes;original;2025-09-18;0;0;0
472;La obligacion de confidencialidad afecta a:.;Solo personal medico;Solo personal sanitario;Todo el personal sanitario y no sanitario implicado en procesos asistenciales;Solo personal de enfermeria;C;Legislacion;Ley Foral de Salud (1).pdf;leyes;original;2025-09-18;0;0;0
473;La informacion del paciente puede usarse para fines:.;Comerciales y publicitarios;Exclusivamente sanitarios y cientificos;Administrativos generales;Estadisticos sin restriccion;B;Legislacion;Ley Foral de Salud (1).pdf;leyes;original;2025-09-18;0;0;0
474;En ingresos voluntarios de enfermos mentales, si desaparece la plenitud de facultades:.;El paciente es dado de alta automaticamente;Se mantiene el ingreso sin cambios;La direccion debe solicitar autorizacion judicial para continuar;Se traslada a otro centro;C;Legislacion;Ley Foral de Salud (1).pdf;leyes;original;2025-09-18;0;0;0
475;En internamientos forzosos de enfermos mentales existe derecho a:.;Alta automatica tras 30 dias;Que se reexamine periodicamente la necesidad del internamiento;Cambio de centro cada mes;Visitas sin restriccion;B;Legislacion;Ley Foral de Salud (1).pdf;leyes;original;2025-09-18;0;0;0
476;Para tratamiento experimental en paciente mental sin capacidad de comprension se requiere:.;Autorizacion familiar unicamente;Autorizacion del director medico;Autorizacion judicial;No se puede realizar;C;Legislacion;Ley Foral de Salud (1).pdf;leyes;original;2025-09-18;0;0;0
477;Los transeuntes en Navarra tienen derecho a asistencia sanitaria:.;No tienen ningun derecho;Solo urgencias vitales;En la forma prevista en legislacion estatal y convenios;Pagando el coste total;C;Legislacion;Ley Foral de Salud (1).pdf;leyes;original;2025-09-18;0;0;0
478;La administracion sanitaria puede establecer prestaciones complementarias dirigidas a:.;Turistas extranjeros;Grupos sociales con factores de riesgo especificos;Solo menores de edad;Exclusivamente jubilados;B;Legislacion;Ley Foral de Salud (1).pdf;leyes;original;2025-09-18;0;0;0
479;En las prestaciones complementarias se hace especial referencia a:.;Salud deportiva;Salud laboral;Estetica sanitaria;Medicina alternativa;B;Legislacion;Ley Foral de Salud (1).pdf;leyes;original;2025-09-18;0;0;0
480;Los ciudadanos tienen derecho a respuesta escrita a sus reclamaciones:.;En cualquier plazo;No tienen derecho a respuesta;Segun plazos reglamentariamente establecidos;Solo si es urgente;C;Legislacion;Ley Foral de Salud (1).pdf;leyes;original;2025-09-18;0;0;0
481;Entre los derechos reconocidos esta la asistencia dirigida a facilitar:.;Solo la curacion fisica;La reinsercion biopsicosocial;Unicamente el alta medica;El traslado a otro centro;B;Legislacion;Ley Foral de Salud (1).pdf;leyes;original;2025-09-18;0;0;0
482;Los ciudadanos con derecho a asistencia publica tienen libre acceso a profesionales del:.;Cualquier centro de Espana;Centro de Salud del Area de su residencia;Solo hospital de referencia;Exclusivamente urgencias;B;Legislacion;Ley Foral de Salud (1).pdf;leyes;original;2025-09-18;0;0;0
483;El Estatuto del Personal sera de aplicacion al personal al servicio de:.;Solo la Administracion de la Comunidad Foral;La Administracion Foral, Entidades Locales y organismos publicos dependientes;Unicamente las Entidades Locales;Exclusivamente organismos autonomos;B;Legislacion;Decreto Foral Legislativo_Estatuto del personal.pdf;leyes;original;2025-09-18;0;0;0
484;Cual de los siguientes esta EXCLUIDO del ambito de aplicacion del Estatuto?;Personal de oficinas municipales;Personal de organismos autonomos;Personal adscrito al Servicio Navarro de Salud-Osasunbidea;Funcionarios de carrera;C;Legislacion;Decreto Foral Legislativo_Estatuto del personal.pdf;leyes;original;2025-09-18;0;0;0
485;NO estan excluidos del Estatuto:.;Miembros de la Policia Foral;Funcionarios sanitarios municipales;Personal de organismos publicos dependientes de la Administracion Foral;Personal del SNS-O;C;Legislacion;Decreto Foral Legislativo_Estatuto del personal.pdf;leyes;original;2025-09-18;0;0;0
486;El personal al servicio de la Administracion de Justicia en Navarra:.;Se rige por este Estatuto;Esta sujeto a las disposiciones de la Ley Organica del Poder Judicial;No tiene regulacion especifica;Se rige por normativa municipal;B;Legislacion;Decreto Foral Legislativo_Estatuto del personal.pdf;leyes;original;2025-09-18;0;0;0
487;el personal al servicio de las Administraciones Publicas de Navarra esta integrado por:.;Solo funcionarios publicos;Funcionarios y personal laboral;Funcionarios publicos, personal eventual y personal contratado;Unicamente personal contratado;C;Legislacion;Decreto Foral Legislativo_Estatuto del personal.pdf;leyes;original;2025-09-18;0;0;0
488;Los funcionarios publicos estan incorporados a la Administracion:.;Con caracter temporal;Con caracter permanente mediante nombramiento legal;Por contrato laboral;Por designacion politica;B;Legislacion;Decreto Foral Legislativo_Estatuto del personal.pdf;leyes;original;2025-09-18;0;0;0
489;El personal eventual ejerce exclusivamente:.;Funciones administrativas generales;Labores tecnicas especializadas;Cargos politicos de libre designacion o funciones de asistencia/asesoramiento;Tareas de mantenimiento;C;Legislacion;Decreto Foral Legislativo_Estatuto del personal.pdf;leyes;original;2025-09-18;0;0;0
490;El personal contratado puede serlo en regimen:.;Solo administrativo;Solo laboral;Administrativo o laboral;Unicamente mercantil;C;Legislacion;Decreto Foral Legislativo_Estatuto del personal.pdf;leyes;original;2025-09-18;0;0;0
491;El desempeno de la funcion publica sera incompatible con actividades que:.;Generen cualquier ingreso;Impidan el cumplimiento de deberes o comprometan la imparcialidad;Se realicen fuera del horario laboral;Sean de caracter deportivo;B;Legislacion;Decreto Foral Legislativo_Estatuto del personal.pdf;leyes;original;2025-09-18;0;0;0
492;Los funcionarios no podran invocar su condicion para:.;Solicitar permisos;El ejercicio de actividades mercantiles, industriales o profesionales;Acceder a formacion;Representar a la Administracion;B;Legislacion;Decreto Foral Legislativo_Estatuto del personal.pdf;leyes;original;2025-09-18;0;0;0
493;Es absolutamente incompatible el asesoramiento a empresas privadas cuando:.;Tengan cualquier actividad economica;Su actividad este directamente relacionada con la de la Administracion del funcionario;Sean empresas extranjeras;Tengan mas de 50 empleados;B;Legislacion;Decreto Foral Legislativo_Estatuto del personal.pdf;leyes;original;2025-09-18;0;0;0
494;La participacion en el capital de sociedades con conciertos publicos es incompatible si supera:.;El 5%;El 10%;El 15%;El 20%;B;Legislacion;Decreto Foral Legislativo_Estatuto del personal.pdf;leyes;original;2025-09-18;0;0;0
495;Es absolutamente incompatible la titularidad de conciertos de prestacion de servicios con:.;Cualquier administracion publica;La Administracion Publica en la que esta adscrito el funcionario;Empresas privadas;Organizaciones sin animo de lucro;B;Legislacion;Decreto Foral Legislativo_Estatuto del personal.pdf;leyes;original;2025-09-18;0;0;0
496;Los funcionarios en servicio activo tienen obligacion de declarar:.;Todo su patrimonio;Las actividades lucrativas que ejerzan fuera de las Administraciones Publicas;Sus inversiones financieras;Los bienes de su conyuge;B;Legislacion;Decreto Foral Legislativo_Estatuto del personal.pdf;leyes;original;2025-09-18;0;0;0
497;NO estan sujetas a declaracion obligatoria:.;Las actividades profesionales externas;Las actividades mercantiles;Las derivadas de la administracion del patrimonio personal o familiar;Las actividades industriales;C;Legislacion;Decreto Foral Legislativo_Estatuto del personal.pdf;renave_declaracion;original;2025-09-18;0;0;0
498;Los funcionarios que representen a la Administracion en empresas participadas solo pueden percibir:.;Sueldo completo;Dietas o indemnizaciones por asistencia a sesiones;Bonus por resultados;Participacion en beneficios;B;Legislacion;Decreto Foral Legislativo_Estatuto del personal.pdf;leyes;original;2025-09-18;0;0;0
499;Las cantidades devengadas por otros conceptos en empresas participadas:.;Las cobra el funcionario;Se reparten entre funcionarios;Seran abonadas directamente a la Administracion Publica;Se destinan a obras sociales;C;Legislacion;Decreto Foral Legislativo_Estatuto del personal.pdf;leyes;original;2025-09-18;0;0;0
500;El incumplimiento del regimen de incompatibilidades constituye:.;Falta leve;Falta grave;Falta muy grave;No es sancionable;C;Legislacion;Decreto Foral Legislativo_Estatuto del personal.pdf;leyes;original;2025-09-18;0;0;0
501;El incumplimiento de incompatibilidades dara lugar a:.;Solo amonestacion verbal;Multa economica;Incoacion de expediente disciplinario;Cambio de destino;C;Legislacion;Decreto Foral Legislativo_Estatuto del personal.pdf;leyes;original;2025-09-18;0;0;0
502;Una actividad compatible no sirve de excusa para:.;Solicitar permisos;El incumplimiento de deberes de residencia y asistencia;Cambiar de departamento;Reducir jornada;B;Legislacion;Decreto Foral Legislativo_Estatuto del personal.pdf;leyes;original;2025-09-18;0;0;0
503;Si una actividad compatible perjudica el cumplimiento de deberes, la Administracion:.;Aumentara el sueldo;Cambiara al funcionario de puesto;Suspendera inmediatamente la autorizacion e incoara expediente;Solo advertira verbalmente;C;Legislacion;Decreto Foral Legislativo_Estatuto del personal.pdf;leyes;original;2025-09-18;0;0;0
504;Los profesionales que ocasionalmente presten servicios por encargos concretos:.;Estan incluidos en el Estatuto;Estan expresamente excluidos del Estatuto;Se rigen parcialmente por el Estatuto;Tienen un estatuto propio;B;Legislacion;Decreto Foral Legislativo_Estatuto del personal.pdf;leyes;original;2025-09-18;0;0;0
505;La relacion de servicios de los funcionarios publicos esta sometida a:.;Derecho Laboral;Derecho Mercantil;Derecho Administrativo;Derecho Civil;C;Legislacion;Decreto Foral Legislativo_Estatuto del personal.pdf;leyes;original;2025-09-18;0;0;0
506;El personal eventual ejerce sus funciones con caracter:.;Permanente;Temporal;Indefinido;Vitalicio;B;Legislacion;Decreto Foral Legislativo_Estatuto del personal.pdf;leyes;original;2025-09-18;0;0;0
507;Que protege principalmente el Reglamento (UE) 2016/679?;Solo datos empresariales;Los derechos y libertades fundamentales de las personas fisicas;Unicamente datos economicos;Solo informacion comercial;B;Legislacion;Reglamento sobre el tratamiento de datos personales.pdf;leyes;original;2025-09-18;0;0;0
508;El GDPR se aplica al tratamiento de datos personales:.;Solo automatizado;Solo manual;Total o parcialmente automatizado y no automatizado en ficheros;Exclusivamente en internet;C;Legislacion;Reglamento sobre el tratamiento de datos personales.pdf;leyes;original;2025-09-18;0;0;0
509;El Reglamento NO se aplica al tratamiento de datos en actividades:.;Empresariales;Sanitarias;Exclusivamente personales o domesticas;Educativas;C;Legislacion;Reglamento sobre el tratamiento de datos personales.pdf;leyes;original;2025-09-18;0;0;0
510;El GDPR se aplica a establecimientos del responsable en la Union:.;Solo si el tratamiento ocurre en la UE;Independientemente de que el tratamiento tenga lugar en la UE o no;Solo para ciudadanos europeos;Unicamente en transacciones comerciales;B;Legislacion;Reglamento sobre el tratamiento de datos personales.pdf;leyes;original;2025-09-18;0;0;0
511;El Reglamento se aplica a responsables no establecidos en la UE cuando:.;Nunca se aplica fuera de la UE;Ofrecen bienes o servicios a interesados en la UE;Solo si tienen sucursal fisica;Unicamente con autorizacion especial;B;Legislacion;Reglamento sobre el tratamiento de datos personales.pdf;leyes;original;2025-09-18;0;0;0
512;'datos personales' es:.;Solo el nombre y apellidos;Toda informacion sobre una persona fisica identificada o identificable;Unicamente datos bancarios;Solo informacion laboral;B;Legislacion;Reglamento sobre el tratamiento de datos personales.pdf;leyes;original;2025-09-18;0;0;0
513;El 'tratamiento' de datos incluye:.;Solo la recogida, con variaciones segun factores de riesgo;Unicamente el almacenamiento;Cualquier operacion como recogida, registro, conservacion, modificacion, consulta, etc.;Solo la eliminacion;C;Legislacion;Reglamento sobre el tratamiento de datos personales.pdf;leyes;original;2025-09-18;0;0;0
514;La 'seudonimizacion' consiste en:.;Eliminar todos los datos;Tratar datos de manera que no puedan atribuirse sin informacion adicional;Publicar los datos abiertamente;Cifrar permanentemente los datos;B;Legislacion;Reglamento sobre el tratamiento de datos personales.pdf;leyes;original;2025-09-18;0;0;0
515;El 'responsable del tratamiento' es quien:.;Solo ejecuta las operaciones tecnicas;Determina los fines y medios del tratamiento;Unicamente almacena los datos;Solo consulta los datos;B;Legislacion;Reglamento sobre el tratamiento de datos personales.pdf;leyes;original;2025-09-18;0;0;0
516;El 'encargado del tratamiento' es quien:.;Determina los fines del tratamiento;Trata datos personales por cuenta del responsable;Es el titular de los datos;Supervisa a las autoridades;B;Legislacion;Reglamento sobre el tratamiento de datos personales.pdf;leyes;original;2025-09-18;0;0;0
517;El 'consentimiento del interesado' debe ser:.;Tacito y presunto;Libre, especifico, informado e inequivoco;Solo verbal;Indefinido y general;B;Legislacion;Reglamento sobre el tratamiento de datos personales.pdf;leyes;original;2025-09-18;0;0;0
518;Los 'datos relativos a la salud' incluyen:.;Solo enfermedades graves;Datos sobre salud fisica o mental y prestacion de servicios sanitarios;Unicamente historial hospitalario;Solo datos de urgencias;B;Legislacion;Reglamento sobre el tratamiento de datos personales.pdf;leyes;original;2025-09-18;0;0;0
